bb.hodotdc.timewalk0map = 
      -0.286235       -0.235573       -0.250635       -0.266996       -0.252996       -0.247718         -0.2526       -0.250728       -0.249172 
      -0.229336       -0.223819       -0.247756       -0.267966       -0.257452       -0.248887       -0.253999       -0.252908       -0.249981 
      -0.236363       -0.276883       -0.267317       -0.256166        -0.26423       -0.251043       -0.275115       -0.259477       -0.261676 
      -0.265445       -0.264671       -0.276549       -0.263696         -0.2655       -0.256554       -0.269838       -0.260727       -0.304558 
      -0.282904       -0.287277       -0.272743       -0.326583       -0.263238        -0.28417       -0.316877       -0.281238       -0.262194 
      -0.294124        -0.28299       -0.276007       -0.280653         -0.2718       -0.304442       -0.295737       -0.285021       -0.289825 
       -0.28073        -0.28619       -0.282247       -0.285448        -0.27657       -0.288331       -0.316749       -0.287276       -0.263252 
      -0.271202        -0.26701       -0.234751       -0.264478       -0.282246       -0.265293       -0.266787       -0.259916       -0.275249 
      -0.249949       -0.261851       -0.242737       -0.248683       -0.274221       -0.255269       -0.221824       -0.203825       -0.258425 
      -0.247654       -0.183588       -0.264543       -0.250893        -0.27696        -0.27696        -0.27696        -0.27696        -0.27696 
      -0.178975       -0.158647        -0.17846       -0.183045       -0.199497       -0.203338       -0.174343       -0.170045       -0.203998 
      -0.209906       -0.210288       -0.178412       -0.203254       -0.184285       -0.197909       -0.202102       -0.203305       -0.170267 
      -0.202427       -0.221482       -0.205157       -0.203275       -0.209786       -0.218956       -0.213189       -0.228304       -0.201996 
      -0.193232       -0.201149       -0.194542       -0.196884       -0.178687       -0.192949       -0.208309       -0.205761       -0.237529 
      -0.231399       -0.203287       -0.199611       -0.209511       -0.217007       -0.217343        -0.22898       -0.192376       -0.203107 
      -0.227419       -0.199252       -0.184681       -0.208958       -0.180775       -0.186238       -0.221173        -0.19227        -0.19736 
      -0.211241       -0.203656       -0.204296       -0.198953       -0.200754        -0.18969       -0.207617       -0.208346        -0.20062 
       -0.16797       -0.184544       -0.159394       -0.183308       -0.192418       -0.177925       -0.181339       -0.182372       -0.181959 
      -0.183846        -0.19109       -0.201713        -0.17799       -0.210851       -0.183808        -0.19098       -0.197492       -0.243348 
      -0.216693       -0.197939       -0.251935       -0.223367       -0.202027       -0.202027       -0.202027       -0.202027       -0.202027 

bb.hodotdc.timewalk1map = 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 

bb.hodotdc.vscint = 
       0.141162        0.144819        0.148633        0.149545         0.13724        0.129574        0.138628        0.139732        0.147165 
       0.144138        0.136198        0.139994        0.136891        0.135611        0.144356        0.142585        0.144009        0.140186 
       0.143142        0.141486        0.142119        0.141972        0.145849        0.148946         0.14482        0.146183        0.148285 
       0.150239        0.152102         0.14769        0.143492        0.145279        0.138233        0.132934        0.138659        0.134627 
       0.137761        0.137614        0.141425        0.142057        0.142593        0.146174        0.147031         0.14257        0.145098 
        0.14418        0.138013        0.137226        0.136616        0.136551        0.133482        0.138722        0.138782         0.13809 
       0.141434        0.139215        0.139133        0.142162        0.141155         0.13862        0.136695         0.14447        0.139429 
       0.137987        0.142445        0.140528        0.139027        0.139652        0.141638        0.139374        0.138433        0.134407 
       0.140351        0.140822        0.141771        0.140585        0.130152        0.132192        0.129986        0.130234        0.136104 
        0.13154        0.133646        0.143009        0.151253        0.140911        0.140911        0.140911        0.140911        0.140911 

bb.hodotdc.meantime_offset = 
        3.55593         2.74941         3.36363         2.60852         3.10021         1.96576         1.91971         1.96273         2.03454 
        2.21081        0.658851         1.28632         1.67341        0.488812        0.865233        0.969786         1.17846         1.11118 
       0.959722         0.78238        0.751516        0.418466         1.17374         1.50941         1.86078         1.82709         2.00429 
        1.78642         1.63474         2.03983         1.23143         1.17384      -0.0331722       -0.915711       -0.460935        -0.44382 
   -0.000666903       -0.933678       -0.217542        0.634861      -0.0890825       0.0659347      -0.0890596      0.00119439       0.0751017 
       0.161965        -0.24743        0.114371        0.388828       -0.743628       -0.535302       -0.515757        -1.12929       -0.678346 
      0.0865061       -0.570258       -0.357623        -1.06634        -1.46945        -1.25953       -0.439133        0.200925      -0.0922936 
       0.766224        0.453817       0.0249658        0.729264        0.606167        0.475817         1.31099         1.30973         1.99743 
        2.25087         3.45487         2.44901         2.53597          2.3546         1.92071         1.02407         1.82038         3.18573 
        4.17477          3.2499         5.57919         5.00785         5.39009         5.39009         5.39009         5.39009         5.39009 

bb.hodotdc.rf_offset = 
       0.919256         1.03508         1.01854          1.0257         1.06256        0.940144         1.15015         1.21312          1.2031 
        1.24423         1.26113         1.29294         1.34173          1.3707         1.45718         1.51601         1.49698         1.47436 
        1.42063         1.45333         1.35953         1.35081         1.40422         1.44814         1.47852         1.57441         1.59202 
        1.64063           1.721         1.78861         1.85802         1.90942         1.82173         1.80199         1.78872         1.76442 
        1.85819         1.85422         1.89179         1.89586         1.97392         1.92705         1.90388         1.93996         1.98442 
        2.02603         2.07981          2.1134         2.11148         2.01479         2.01102         1.99335         1.97869         2.01875 
        2.00991         2.03938         2.06188          2.1109         2.10132         2.13233          2.2048         2.23448         2.26449 
        2.33486         2.31705         2.28705         2.25882         2.29048         2.29643         2.24521         2.32312         2.31895 
        2.34932          2.3505         2.31018         2.29671         2.24847          2.2521          2.3198          2.3596         2.38582 
        2.26077          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688 

bb.hodotdc.tdiffoffset = 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
              0               0               0               0               0               0               0               0               0 
