       0.919256         1.03508         1.01854          1.0257         1.06256        0.940144         1.15015         1.21312          1.2031 
        1.24423         1.26113         1.29294         1.34173          1.3707         1.45718         1.51601         1.49698         1.47436 
        1.42063         1.45333         1.35953         1.35081         1.40422         1.44814         1.47852         1.57441         1.59202 
        1.64063           1.721         1.78861         1.85802         1.90942         1.82173         1.80199         1.78872         1.76442 
        1.85819         1.85422         1.89179         1.89586         1.97392         1.92705         1.90388         1.93996         1.98442 
        2.02603         2.07981          2.1134         2.11148         2.01479         2.01102         1.99335         1.97869         2.01875 
        2.00991         2.03938         2.06188          2.1109         2.10132         2.13233          2.2048         2.23448         2.26449 
        2.33486         2.31705         2.28705         2.25882         2.29048         2.29643         2.24521         2.32312         2.31895 
        2.34932          2.3505         2.31018         2.29671         2.24847          2.2521          2.3198          2.3596         2.38582 
        2.26077          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688          2.4688 
